"project","organism","file_source","project_home","project_type","n_samples"
"SRP175326","mouse","sra","data_sources/sra","data_sources",9
"SRP218126","mouse","sra","data_sources/sra","data_sources",6
"SRP142426","mouse","sra","data_sources/sra","data_sources",6
"SRP198526","mouse","sra","data_sources/sra","data_sources",9
"SRP093826","mouse","sra","data_sources/sra","data_sources",4
"SRP052526","mouse","sra","data_sources/sra","data_sources",8
"SRP028826","mouse","sra","data_sources/sra","data_sources",1
"SRP190926","mouse","sra","data_sources/sra","data_sources",9
"SRP033426","mouse","sra","data_sources/sra","data_sources",4
"SRP117926","mouse","sra","data_sources/sra","data_sources",2
"SRP185826","mouse","sra","data_sources/sra","data_sources",12
"ERP105426","mouse","sra","data_sources/sra","data_sources",24
"SRP218326","mouse","sra","data_sources/sra","data_sources",12
"SRP116326","mouse","sra","data_sources/sra","data_sources",8
"SRP082326","mouse","sra","data_sources/sra","data_sources",24
"SRP145526","mouse","sra","data_sources/sra","data_sources",4
"SRP181026","mouse","sra","data_sources/sra","data_sources",7
"SRP188426","mouse","sra","data_sources/sra","data_sources",66
"SRP149926","mouse","sra","data_sources/sra","data_sources",33
"SRP060226","mouse","sra","data_sources/sra","data_sources",10
"SRP150426","mouse","sra","data_sources/sra","data_sources",4
"SRP114926","mouse","sra","data_sources/sra","data_sources",770
"SRP076926","mouse","sra","data_sources/sra","data_sources",6
"SRP149826","mouse","sra","data_sources/sra","data_sources",7
"SRP069726","mouse","sra","data_sources/sra","data_sources",9
"SRP080326","mouse","sra","data_sources/sra","data_sources",29
"SRP063826","mouse","sra","data_sources/sra","data_sources",6
"SRP013826","mouse","sra","data_sources/sra","data_sources",4
"SRP217526","mouse","sra","data_sources/sra","data_sources",288
"SRP116226","mouse","sra","data_sources/sra","data_sources",6
"SRP125726","mouse","sra","data_sources/sra","data_sources",4
"SRP229626","mouse","sra","data_sources/sra","data_sources",13
"SRP045626","mouse","sra","data_sources/sra","data_sources",8
"SRP043526","mouse","sra","data_sources/sra","data_sources",2
"SRP167826","mouse","sra","data_sources/sra","data_sources",23
"SRP077926","mouse","sra","data_sources/sra","data_sources",8
"SRP221551","mouse","sra","data_sources/sra","data_sources",7
"SRP238851","mouse","sra","data_sources/sra","data_sources",13
"SRP093651","mouse","sra","data_sources/sra","data_sources",6
"SRP166551","mouse","sra","data_sources/sra","data_sources",12
"DRP005251","mouse","sra","data_sources/sra","data_sources",12
"SRP054251","mouse","sra","data_sources/sra","data_sources",3
"SRP136251","mouse","sra","data_sources/sra","data_sources",28
"SRP146251","mouse","sra","data_sources/sra","data_sources",6
"SRP096551","mouse","sra","data_sources/sra","data_sources",21
"SRP063451","mouse","sra","data_sources/sra","data_sources",9
"ERP013151","mouse","sra","data_sources/sra","data_sources",19
"SRP092751","mouse","sra","data_sources/sra","data_sources",9
"SRP042951","mouse","sra","data_sources/sra","data_sources",4
"SRP149451","mouse","sra","data_sources/sra","data_sources",40
"SRP108051","mouse","sra","data_sources/sra","data_sources",68
"SRP182651","mouse","sra","data_sources/sra","data_sources",7
"SRP178051","mouse","sra","data_sources/sra","data_sources",19
"SRP076551","mouse","sra","data_sources/sra","data_sources",22
"DRP005351","mouse","sra","data_sources/sra","data_sources",14
"SRP238351","mouse","sra","data_sources/sra","data_sources",6
"SRP004451","mouse","sra","data_sources/sra","data_sources",2
"SRP106751","mouse","sra","data_sources/sra","data_sources",52
"SRP082451","mouse","sra","data_sources/sra","data_sources",24
"SRP099851","mouse","sra","data_sources/sra","data_sources",8
"SRP134851","mouse","sra","data_sources/sra","data_sources",7
"SRP053051","mouse","sra","data_sources/sra","data_sources",4
"SRP035851","mouse","sra","data_sources/sra","data_sources",7
"SRP150151","mouse","sra","data_sources/sra","data_sources",2
"SRP100651","mouse","sra","data_sources/sra","data_sources",12
"SRP132951","mouse","sra","data_sources/sra","data_sources",2
"SRP134051","mouse","sra","data_sources/sra","data_sources",63
"SRP162451","mouse","sra","data_sources/sra","data_sources",24
"SRP151151","mouse","sra","data_sources/sra","data_sources",85
"SRP103751","mouse","sra","data_sources/sra","data_sources",24
"SRP043151","mouse","sra","data_sources/sra","data_sources",16
"SRP121151","mouse","sra","data_sources/sra","data_sources",1
"SRP198351","mouse","sra","data_sources/sra","data_sources",15
"SRP070551","mouse","sra","data_sources/sra","data_sources",8
"SRP149751","mouse","sra","data_sources/sra","data_sources",8
"SRP092451","mouse","sra","data_sources/sra","data_sources",47
"ERP009451","mouse","sra","data_sources/sra","data_sources",68
"SRP132851","mouse","sra","data_sources/sra","data_sources",16
"DRP004051","mouse","sra","data_sources/sra","data_sources",22
"ERP104051","mouse","sra","data_sources/sra","data_sources",6
"SRP133251","mouse","sra","data_sources/sra","data_sources",4
"SRP155851","mouse","sra","data_sources/sra","data_sources",12
"SRP188051","mouse","sra","data_sources/sra","data_sources",93
"SRP053351","mouse","sra","data_sources/sra","data_sources",6
"SRP116951","mouse","sra","data_sources/sra","data_sources",2
"SRP098551","mouse","sra","data_sources/sra","data_sources",2
"SRP133651","mouse","sra","data_sources/sra","data_sources",48
"SRP040551","mouse","sra","data_sources/sra","data_sources",3
"SRP150451","mouse","sra","data_sources/sra","data_sources",15
"SRP096851","mouse","sra","data_sources/sra","data_sources",13
"SRP075351","mouse","sra","data_sources/sra","data_sources",4
"SRP186951","mouse","sra","data_sources/sra","data_sources",6
"SRP094951","mouse","sra","data_sources/sra","data_sources",8
"SRP066151","mouse","sra","data_sources/sra","data_sources",12
"SRP185851","mouse","sra","data_sources/sra","data_sources",6
"SRP056551","mouse","sra","data_sources/sra","data_sources",6
"SRP070151","mouse","sra","data_sources/sra","data_sources",4
"SRP220351","mouse","sra","data_sources/sra","data_sources",6
"ERP022251","mouse","sra","data_sources/sra","data_sources",384
"SRP058951","mouse","sra","data_sources/sra","data_sources",6
"SRP099451","mouse","sra","data_sources/sra","data_sources",4
"SRP173351","mouse","sra","data_sources/sra","data_sources",12
"SRP095851","mouse","sra","data_sources/sra","data_sources",21
"SRP058351","mouse","sra","data_sources/sra","data_sources",6
"SRP174051","mouse","sra","data_sources/sra","data_sources",12
"SRP103951","mouse","sra","data_sources/sra","data_sources",8
"SRP163051","mouse","sra","data_sources/sra","data_sources",4
"SRP166851","mouse","sra","data_sources/sra","data_sources",40
"SRP133751","mouse","sra","data_sources/sra","data_sources",24
"SRP040451","mouse","sra","data_sources/sra","data_sources",10
"SRP212751","mouse","sra","data_sources/sra","data_sources",9
"SRP218851","mouse","sra","data_sources/sra","data_sources",12
"SRP071251","mouse","sra","data_sources/sra","data_sources",2
"SRP156451","mouse","sra","data_sources/sra","data_sources",20
"SRP072951","mouse","sra","data_sources/sra","data_sources",6
"SRP228451","mouse","sra","data_sources/sra","data_sources",6
"SRP126451","mouse","sra","data_sources/sra","data_sources",9
"ERP016751","mouse","sra","data_sources/sra","data_sources",15
"SRP125551","mouse","sra","data_sources/sra","data_sources",10
"SRP072351","mouse","sra","data_sources/sra","data_sources",9
"SRP063051","mouse","sra","data_sources/sra","data_sources",14
"SRP013051","mouse","sra","data_sources/sra","data_sources",3
"SRP225951","mouse","sra","data_sources/sra","data_sources",20
"SRP189651","mouse","sra","data_sources/sra","data_sources",6
"ERP015751","mouse","sra","data_sources/sra","data_sources",123
"SRP107251","mouse","sra","data_sources/sra","data_sources",9
"SRP144751","mouse","sra","data_sources/sra","data_sources",8
"SRP049351","mouse","sra","data_sources/sra","data_sources",2
"SRP174351","mouse","sra","data_sources/sra","data_sources",138
"SRP015851","mouse","sra","data_sources/sra","data_sources",6
"SRP017951","mouse","sra","data_sources/sra","data_sources",4
"SRP224951","mouse","sra","data_sources/sra","data_sources",24
"SRP229494","mouse","sra","data_sources/sra","data_sources",20
"SRP144694","mouse","sra","data_sources/sra","data_sources",8
"SRP093994","mouse","sra","data_sources/sra","data_sources",24
"SRP199494","mouse","sra","data_sources/sra","data_sources",1894
"SRP048894","mouse","sra","data_sources/sra","data_sources",11
"SRP055794","mouse","sra","data_sources/sra","data_sources",16
"SRP091394","mouse","sra","data_sources/sra","data_sources",8
"SRP137694","mouse","sra","data_sources/sra","data_sources",6
"SRP160894","mouse","sra","data_sources/sra","data_sources",54
"SRP111294","mouse","sra","data_sources/sra","data_sources",12
"SRP073294","mouse","sra","data_sources/sra","data_sources",35
"SRP224994","mouse","sra","data_sources/sra","data_sources",9
"SRP132494","mouse","sra","data_sources/sra","data_sources",4
"SRP161894","mouse","sra","data_sources/sra","data_sources",20
"SRP108594","mouse","sra","data_sources/sra","data_sources",6
"SRP116194","mouse","sra","data_sources/sra","data_sources",8
"SRP081294","mouse","sra","data_sources/sra","data_sources",6
"SRP136494","mouse","sra","data_sources/sra","data_sources",72
"SRP128094","mouse","sra","data_sources/sra","data_sources",8
"SRP068694","mouse","sra","data_sources/sra","data_sources",12
"SRP102894","mouse","sra","data_sources/sra","data_sources",9
"SRP092094","mouse","sra","data_sources/sra","data_sources",18
"SRP077894","mouse","sra","data_sources/sra","data_sources",6
"SRP052794","mouse","sra","data_sources/sra","data_sources",18
"SRP075994","mouse","sra","data_sources/sra","data_sources",18
"SRP165894","mouse","sra","data_sources/sra","data_sources",12
"SRP102294","mouse","sra","data_sources/sra","data_sources",12
"SRP060294","mouse","sra","data_sources/sra","data_sources",14
"SRP199794","mouse","sra","data_sources/sra","data_sources",1152
"SRP120494","mouse","sra","data_sources/sra","data_sources",28
"ERP010794","mouse","sra","data_sources/sra","data_sources",20
"SRP040594","mouse","sra","data_sources/sra","data_sources",8
"SRP194194","mouse","sra","data_sources/sra","data_sources",18
"SRP186994","mouse","sra","data_sources/sra","data_sources",6
"SRP007294","mouse","sra","data_sources/sra","data_sources",10
"SRP104194","mouse","sra","data_sources/sra","data_sources",22
"SRP078594","mouse","sra","data_sources/sra","data_sources",48
"SRP173894","mouse","sra","data_sources/sra","data_sources",5
"SRP145494","mouse","sra","data_sources/sra","data_sources",48
"SRP168594","mouse","sra","data_sources/sra","data_sources",2
"SRP064194","mouse","sra","data_sources/sra","data_sources",8
"SRP008494","mouse","sra","data_sources/sra","data_sources",4
"ERP003494","mouse","sra","data_sources/sra","data_sources",20
"SRP163094","mouse","sra","data_sources/sra","data_sources",6
"SRP114994","mouse","sra","data_sources/sra","data_sources",67
"SRP073194","mouse","sra","data_sources/sra","data_sources",52
"SRP221294","mouse","sra","data_sources/sra","data_sources",4
"SRP075894","mouse","sra","data_sources/sra","data_sources",20
"SRP110194","mouse","sra","data_sources/sra","data_sources",28
"SRP077994","mouse","sra","data_sources/sra","data_sources",6
"SRP092194","mouse","sra","data_sources/sra","data_sources",8
"SRP107194","mouse","sra","data_sources/sra","data_sources",28
"SRP144494","mouse","sra","data_sources/sra","data_sources",9
"SRP038094","mouse","sra","data_sources/sra","data_sources",4
"SRP067494","mouse","sra","data_sources/sra","data_sources",22
"SRP154994","mouse","sra","data_sources/sra","data_sources",24
"SRP110594","mouse","sra","data_sources/sra","data_sources",12
"SRP094694","mouse","sra","data_sources/sra","data_sources",8
"SRP052294","mouse","sra","data_sources/sra","data_sources",26
"SRP043194","mouse","sra","data_sources/sra","data_sources",27
"SRP121194","mouse","sra","data_sources/sra","data_sources",1
"SRP097794","mouse","sra","data_sources/sra","data_sources",8
"SRP125994","mouse","sra","data_sources/sra","data_sources",4
"SRP188194","mouse","sra","data_sources/sra","data_sources",4
"SRP113494","mouse","sra","data_sources/sra","data_sources",144
"SRP102794","mouse","sra","data_sources/sra","data_sources",4
"SRP163494","mouse","sra","data_sources/sra","data_sources",12
"SRP075694","mouse","sra","data_sources/sra","data_sources",8
"ERP109794","mouse","sra","data_sources/sra","data_sources",40
"SRP050894","mouse","sra","data_sources/sra","data_sources",69
"SRP073494","mouse","sra","data_sources/sra","data_sources",13
"SRP186794","mouse","sra","data_sources/sra","data_sources",20
"SRP099194","mouse","sra","data_sources/sra","data_sources",18
"SRP218794","mouse","sra","data_sources/sra","data_sources",1
"DRP000894","mouse","sra","data_sources/sra","data_sources",6
"SRP237794","mouse","sra","data_sources/sra","data_sources",2
"SRP144194","mouse","sra","data_sources/sra","data_sources",8
"SRP024294","mouse","sra","data_sources/sra","data_sources",10
"SRP224794","mouse","sra","data_sources/sra","data_sources",68
"SRP074594","mouse","sra","data_sources/sra","data_sources",15
"SRP041394","mouse","sra","data_sources/sra","data_sources",2
"SRP101594","mouse","sra","data_sources/sra","data_sources",9
"SRP119894","mouse","sra","data_sources/sra","data_sources",10
"SRP117594","mouse","sra","data_sources/sra","data_sources",30
"SRP181694","mouse","sra","data_sources/sra","data_sources",8
"SRP044194","mouse","sra","data_sources/sra","data_sources",8
"SRP041994","mouse","sra","data_sources/sra","data_sources",4
"SRP168394","mouse","sra","data_sources/sra","data_sources",18
"SRP135294","mouse","sra","data_sources/sra","data_sources",14
"SRP049694","mouse","sra","data_sources/sra","data_sources",8
"SRP058594","mouse","sra","data_sources/sra","data_sources",12
"SRP109094","mouse","sra","data_sources/sra","data_sources",17
"SRP040294","mouse","sra","data_sources/sra","data_sources",7
"SRP113694","mouse","sra","data_sources/sra","data_sources",4
"SRP186494","mouse","sra","data_sources/sra","data_sources",6
"SRP025994","mouse","sra","data_sources/sra","data_sources",2
"SRP173594","mouse","sra","data_sources/sra","data_sources",4
"SRP092794","mouse","sra","data_sources/sra","data_sources",6
"SRP120994","mouse","sra","data_sources/sra","data_sources",6
"SRP059594","mouse","sra","data_sources/sra","data_sources",14
"SRP066970","mouse","sra","data_sources/sra","data_sources",17
"SRP039970","mouse","sra","data_sources/sra","data_sources",6
"SRP106870","mouse","sra","data_sources/sra","data_sources",2
"SRP045570","mouse","sra","data_sources/sra","data_sources",7
"SRP235070","mouse","sra","data_sources/sra","data_sources",41
"ERP115570","mouse","sra","data_sources/sra","data_sources",6
"SRP055670","mouse","sra","data_sources/sra","data_sources",2
"SRP137670","mouse","sra","data_sources/sra","data_sources",18
"SRP012170","mouse","sra","data_sources/sra","data_sources",2
